"idhod","hodnota","ukaz_kod","vytah_cis","vytah_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vytah_txt","uzemi_txt"
"965554356","168","2409","3206","2","43","585173","2021","2021-03-26","Počet domů","bez výtahu","Dolní Lhota"
"965554357","11","2409","5768","9","43","585173","2021","2021-03-26","Počet domů","nezjištěno","Dolní Lhota"
"957320323","192","2409",,,"43","585181","2021","2021-03-26","Počet domů",,"Doubravy"
"965541787","0","2409","3206","1","43","585181","2021","2021-03-26","Počet domů","s výtahem","Doubravy"
"965541786","188","2409","3206","2","43","585181","2021","2021-03-26","Počet domů","bez výtahu","Doubravy"
"965582022","4","2409","5768","9","43","585181","2021","2021-03-26","Počet domů","nezjištěno","Doubravy"
"957606781","130","2409",,,"43","585190","2021","2021-03-26","Počet domů",,"Drnovice"
"965541504","0","2409","3206","1","43","585190","2021","2021-03-26","Počet domů","s výtahem","Drnovice"
"965581750","128","2409","3206","2","43","585190","2021","2021-03-26","Počet domů","bez výtahu","Drnovice"
"965554971","2","2409","5768","9","43","585190","2021","2021-03-26","Počet domů","nezjištěno","Drnovice"
"957172131","151","2409",,,"43","585203","2021","2021-03-26","Počet domů",,"Držková"
"965488518","0","2409","3206","1","43","585203","2021","2021-03-26","Počet domů","s výtahem","Držková"
"965555473","132","2409","3206","2","43","585203","2021","2021-03-26","Počet domů","bez výtahu","Držková"
"965568721","19","2409","5768","9","43","585203","2021","2021-03-26","Počet domů","nezjištěno","Držková"
"957171686","1167","2409",,,"43","585211","2021","2021-03-26","Počet domů",,"Fryšták"
"965555089","5","2409","3206","1","43","585211","2021","2021-03-26","Počet domů","s výtahem","Fryšták"
"965515046","1129","2409","3206","2","43","585211","2021","2021-03-26","Počet domů","bez výtahu","Fryšták"
"965555090","33","2409","5768","9","43","585211","2021","2021-03-26","Počet domů","nezjištěno","Fryšták"
"957320238","681","2409",,,"43","585220","2021","2021-03-26","Počet domů",,"Halenkovice"
"965568265","0","2409","3206","1","43","585220","2021","2021-03-26","Počet domů","s výtahem","Halenkovice"
"965514963","652","2409","3206","2","43","585220","2021","2021-03-26","Počet domů","bez výtahu","Halenkovice"
"965568266","29","2409","5768","9","43","585220","2021","2021-03-26","Počet domů","nezjištěno","Halenkovice"
"957389568","38","2409",,,"43","585238","2021","2021-03-26","Počet domů",,"Haluzice"
"965541705","0","2409","3206","1","43","585238","2021","2021-03-26","Počet domů","s výtahem","Haluzice"
"965501630","38","2409","3206","2","43","585238","2021","2021-03-26","Počet domů","bez výtahu","Haluzice"
"965568394","0","2409","5768","9","43","585238","2021","2021-03-26","Počet domů","nezjištěno","Haluzice"
"957320947","193","2409",,,"43","585246","2021","2021-03-26","Počet domů",,"Horní Lhota"
"965582441","0","2409","3206","1","43","585246","2021","2021-03-26","Počet domů","s výtahem","Horní Lhota"
"965568903","185","2409","3206","2","43","585246","2021","2021-03-26","Počet domů","bez výtahu","Horní Lhota"
"965555641","8","2409","5768","9","43","585246","2021","2021-03-26","Počet domů","nezjištěno","Horní Lhota"
"957605900","162","2409",,,"43","585254","2021","2021-03-26","Počet domů",,"Hostišová"
"965527563","0","2409","3206","1","43","585254","2021","2021-03-26","Počet domů","s výtahem","Hostišová"
"965540836","159","2409","3206","2","43","585254","2021","2021-03-26","Počet domů","bez výtahu","Hostišová"
"965567559","3","2409","5768","9","43","585254","2021","2021-03-26","Počet domů","nezjištěno","Hostišová"
"957606209","154","2409",,,"43","585262","2021","2021-03-26","Počet domů",,"Hrobice"
"965567562","0","2409","3206","1","43","585262","2021","2021-03-26","Počet domů","s výtahem","Hrobice"
"965527567","153","2409","3206","2","43","585262","2021","2021-03-26","Počet domů","bez výtahu","Hrobice"
"965554264","1","2409","5768","9","43","585262","2021","2021-03-26","Počet domů","nezjištěno","Hrobice"
"957388329","192","2409",,,"43","585271","2021","2021-03-26","Počet domů",,"Hřivínův Újezd"
"965570434","0","2409","3206","1","43","585271","2021","2021-03-26","Počet domů","s výtahem","Hřivínův Újezd"
"965557165","184","2409","3206","2","43","585271","2021","2021-03-26","Počet domů","bez výtahu","Hřivínův Újezd"
"965476848","8","2409","5768","9","43","585271","2021","2021-03-26","Počet domů","nezjištěno","Hřivínův Újezd"
"957320684","416","2409",,,"43","585289","2021","2021-03-26","Počet domů",,"Hvozdná"
"965501919","1","2409","3206","1","43","585289","2021","2021-03-26","Počet domů","s výtahem","Hvozdná"
"965555430","406","2409","3206","2","43","585289","2021","2021-03-26","Počet domů","bez výtahu","Hvozdná"
"965582227","9","2409","5768","9","43","585289","2021","2021-03-26","Počet domů","nezjištěno","Hvozdná"
"957388495","312","2409",,,"43","585301","2021","2021-03-26","Počet domů",,"Jasenná"
"965528434","0","2409","3206","1","43","585301","2021","2021-03-26","Počet domů","s výtahem","Jasenná"
"965581966","311","2409","3206","2","43","585301","2021","2021-03-26","Počet domů","bez výtahu","Jasenná"
"965528435","1","2409","5768","9","43","585301","2021","2021-03-26","Počet domů","nezjištěno","Jasenná"
"957388506","98","2409",,,"43","585319","2021","2021-03-26","Počet domů",,"Jestřabí"
"965567504","0","2409","3206","1","43","585319","2021","2021-03-26","Počet domů","s výtahem","Jestřabí"
"965567503","98","2409","3206","2","43","585319","2021","2021-03-26","Počet domů","bez výtahu","Jestřabí"
"965567505","0","2409","5768","9","43","585319","2021","2021-03-26","Počet domů","nezjištěno","Jestřabí"
"957320677","99","2409",,,"43","585327","2021","2021-03-26","Počet domů",,"Kaňovice"
"965486614","0","2409","3206","1","43","585327","2021","2021-03-26","Počet domů","s výtahem","Kaňovice"
"965486613","96","2409","3206","2","43","585327","2021","2021-03-26","Počet domů","bez výtahu","Kaňovice"
"965540145","3","2409","5768","9","43","585327","2021","2021-03-26","Počet domů","nezjištěno","Kaňovice"
"957462150","295","2409",,,"43","585343","2021","2021-03-26","Počet domů",,"Kašava"
"965528923","0","2409","3206","1","43","585343","2021","2021-03-26","Počet domů","s výtahem","Kašava"
"965542273","287","2409","3206","2","43","585343","2021","2021-03-26","Počet domů","bez výtahu","Kašava"
"965515670","8","2409","5768","9","43","585343","2021","2021-03-26","Počet domů","nezjištěno","Kašava"
"957172286","133","2409",,,"43","585432","2021","2021-03-26","Počet domů",,"Loučka"
"965514200","1","2409","3206","1","43","585432","2021","2021-03-26","Počet domů","s výtahem","Loučka"
"965487296","131","2409","3206","2","43","585432","2021","2021-03-26","Počet domů","bez výtahu","Loučka"
"965527540","1","2409","5768","9","43","585432","2021","2021-03-26","Počet domů","nezjištěno","Loučka"
"957098360","240","2409",,,"43","585441","2021","2021-03-26","Počet domů",,"Ludkovice"
"965528430","0","2409","3206","1","43","585441","2021","2021-03-26","Počet domů","s výtahem","Ludkovice"
"965568417","237","2409","3206","2","43","585441","2021","2021-03-26","Počet domů","bez výtahu","Ludkovice"
"965581962","3","2409","5768","9","43","585441","2021","2021-03-26","Počet domů","nezjištěno","Ludkovice"
"957248435","1293","2409",,,"43","585459","2021","2021-03-26","Počet domů",,"Luhačovice"
"965568640","34","2409","3206","1","43","585459","2021","2021-03-26","Počet domů","s výtahem","Luhačovice"
"965582187","1218","2409","3206","2","43","585459","2021","2021-03-26","Počet domů","bez výtahu","Luhačovice"
"965488428","41","2409","5768","9","43","585459","2021","2021-03-26","Počet domů","nezjištěno","Luhačovice"
"957099928","487","2409",,,"43","585467","2021","2021-03-26","Počet domů",,"Lukov"
"965581451","0","2409","3206","1","43","585467","2021","2021-03-26","Počet domů","s výtahem","Lukov"
"965514645","477","2409","3206","2","43","585467","2021","2021-03-26","Počet domů","bez výtahu","Lukov"
"965527955","10","2409","5768","9","43","585467","2021","2021-03-26","Počet domů","nezjištěno","Lukov"
"957534440","136","2409",,,"43","585483","2021","2021-03-26","Počet domů",,"Lutonina"
"965515736","0","2409","3206","1","43","585483","2021","2021-03-26","Počet domů","s výtahem","Lutonina"
"965542335","133","2409","3206","2","43","585483","2021","2021-03-26","Počet domů","bez výtahu","Lutonina"
"965555733","3","2409","5768","9","43","585483","2021","2021-03-26","Počet domů","nezjištěno","Lutonina"
"957604975","231","2409",,,"43","585491","2021","2021-03-26","Počet domů",,"Machová"
"965540558","0","2409","3206","1","43","585491","2021","2021-03-26","Počet domů","s výtahem","Machová"
"965580762","228","2409","3206","2","43","585491","2021","2021-03-26","Počet domů","bez výtahu","Machová"
"965527263","3","2409","5768","9","43","585491","2021","2021-03-26","Počet domů","nezjištěno","Machová"
"957532450","226","2409",,,"43","585505","2021","2021-03-26","Počet domů",,"Mysločovice"
"965582562","0","2409","3206","1","43","585505","2021","2021-03-26","Počet domů","s výtahem","Mysločovice"
"965502129","225","2409","3206","2","43","585505","2021","2021-03-26","Počet domů","bez výtahu","Mysločovice"
"965528986","1","2409","5768","9","43","585505","2021","2021-03-26","Počet domů","nezjištěno","Mysločovice"
"957320364","1414","2409",,,"43","585513","2021","2021-03-26","Počet domů",,"Napajedla"
"965502254","26","2409","3206","1","43","585513","2021","2021-03-26","Počet domů","s výtahem","Napajedla"
"965488846","1381","2409","3206","2","43","585513","2021","2021-03-26","Počet domů","bez výtahu","Napajedla"
"965528994","7","2409","5768","9","43","585513","2021","2021-03-26","Počet domů","nezjištěno","Napajedla"
"957099177","177","2409",,,"43","585521","2021","2021-03-26","Počet domů",,"Návojná"
"965580723","1","2409","3206","1","43","585521","2021","2021-03-26","Počet domů","s výtahem","Návojná"
"965527220","176","2409","3206","2","43","585521","2021","2021-03-26","Počet domů","bez výtahu","Návojná"
"965486973","0","2409","5768","9","43","585521","2021","2021-03-26","Počet domů","nezjištěno","Návojná"
"957098375","385","2409",,,"43","585530","2021","2021-03-26","Počet domů",,"Nedašov"
"965542214","0","2409","3206","1","43","585530","2021","2021-03-26","Počet domů","s výtahem","Nedašov"
"965502130","374","2409","3206","2","43","585530","2021","2021-03-26","Počet domů","bez výtahu","Nedašov"
"965542215","11","2409","5768","9","43","585530","2021","2021-03-26","Počet domů","nezjištěno","Nedašov"
"957170781","196","2409",,,"43","585548","2021","2021-03-26","Počet domů",,"Nedašova Lhota"
"965568898","0","2409","3206","1","43","585548","2021","2021-03-26","Počet domů","s výtahem","Nedašova Lhota"
"965515603","189","2409","3206","2","43","585548","2021","2021-03-26","Počet domů","bez výtahu","Nedašova Lhota"
"965515743","7","2409","5768","9","43","585548","2021","2021-03-26","Počet domů","nezjištěno","Nedašova Lhota"
"957172444","137","2409",,,"43","585556","2021","2021-03-26","Počet domů",,"Neubuz"
"965488569","0","2409","3206","1","43","585556","2021","2021-03-26","Počet domů","s výtahem","Neubuz"
"965488568","135","2409","3206","2","43","585556","2021","2021-03-26","Počet domů","bez výtahu","Neubuz"
"965488570","2","2409","5768","9","43","585556","2021","2021-03-26","Počet domů","nezjištěno","Neubuz"
"957605571","2151","2409",,,"43","585599","2021","2021-03-26","Počet domů",,"Otrokovice"
"965581296","139","2409","3206","1","43","585599","2021","2021-03-26","Počet domů","s výtahem","Otrokovice"
"965501035","1999","2409","3206","2","43","585599","2021","2021-03-26","Počet domů","bez výtahu","Otrokovice"
"965527808","13","2409","5768","9","43","585599","2021","2021-03-26","Počet domů","nezjištěno","Otrokovice"
"957605902","125","2409",,,"43","585611","2021","2021-03-26","Počet domů",,"Podkopná Lhota"
"965500582","0","2409","3206","1","43","585611","2021","2021-03-26","Počet domů","s výtahem","Podkopná Lhota"
"965487098","120","2409","3206","2","43","585611","2021","2021-03-26","Počet domů","bez výtahu","Podkopná Lhota"
"965567329","5","2409","5768","9","43","585611","2021","2021-03-26","Počet domů","nezjištěno","Podkopná Lhota"
"957099167","307","2409",,,"43","585661","2021","2021-03-26","Počet domů",,"Provodov"
"965516977","0","2409","3206","1","43","585661","2021","2021-03-26","Počet domů","s výtahem","Provodov"
"965516976","294","2409","3206","2","43","585661","2021","2021-03-26","Počet domů","bez výtahu","Provodov"
"965490182","13","2409","5768","9","43","585661","2021","2021-03-26","Počet domů","nezjištěno","Provodov"
"957099923","291","2409",,,"43","585670","2021","2021-03-26","Počet domů",,"Racková"
"965487786","0","2409","3206","1","43","585670","2021","2021-03-26","Počet domů","s výtahem","Racková"
"965581513","285","2409","3206","2","43","585670","2021","2021-03-26","Počet domů","bez výtahu","Racková"
"965541301","6","2409","5768","9","43","585670","2021","2021-03-26","Počet domů","nezjištěno","Racková"
"957532605","261","2409",,,"43","585726","2021","2021-03-26","Počet domů",,"Sazovice"
"965581810","1","2409","3206","1","43","585726","2021","2021-03-26","Počet domů","s výtahem","Sazovice"
"965528285","257","2409","3206","2","43","585726","2021","2021-03-26","Počet domů","bez výtahu","Sazovice"
"965555164","3","2409","5768","9","43","585726","2021","2021-03-26","Počet domů","nezjištěno","Sazovice"
"957320300","239","2409",,,"43","585734","2021","2021-03-26","Počet domů",,"Sehradice"
"965515446","0","2409","3206","1","43","585734","2021","2021-03-26","Počet domů","s výtahem","Sehradice"
"965515445","228","2409","3206","2","43","585734","2021","2021-03-26","Počet domů","bez výtahu","Sehradice"
"965501320","11","2409","5768","9","43","585734","2021","2021-03-26","Počet domů","nezjištěno","Sehradice"
"957604792","1258","2409",,,"43","585751","2021","2021-03-26","Počet domů",,"Slavičín"
"965570438","14","2409","3206","1","43","585751","2021","2021-03-26","Počet domů","s výtahem","Slavičín"
"965530401","1238","2409","3206","2","43","585751","2021","2021-03-26","Počet domů","bez výtahu","Slavičín"
"965570439","6","2409","5768","9","43","585751","2021","2021-03-26","Počet domů","nezjištěno","Slavičín"
"957604816","194","2409",,,"43","585769","2021","2021-03-26","Počet domů",,"Slopné"
"965476166","0","2409","3206","1","43","585769","2021","2021-03-26","Počet domů","s výtahem","Slopné"
"965476165","186","2409","3206","2","43","585769","2021","2021-03-26","Počet domů","bez výtahu","Slopné"
"965476167","8","2409","5768","9","43","585769","2021","2021-03-26","Počet domů","nezjištěno","Slopné"
"957462663","604","2409",,,"43","585777","2021","2021-03-26","Počet domů",,"Slušovice"
"965556598","22","2409","3206","1","43","585777","2021","2021-03-26","Počet domů","s výtahem","Slušovice"
"965503344","575","2409","3206","2","43","585777","2021","2021-03-26","Počet domů","bez výtahu","Slušovice"
"965556599","7","2409","5768","9","43","585777","2021","2021-03-26","Počet domů","nezjištěno","Slušovice"
"957389138","571","2409",,,"43","585793","2021","2021-03-26","Počet domů",,"Spytihněv"
"965488723","1","2409","3206","1","43","585793","2021","2021-03-26","Počet domů","s výtahem","Spytihněv"
"965488719","566","2409","3206","2","43","585793","2021","2021-03-26","Počet domů","bez výtahu","Spytihněv"
"965502155","4","2409","5768","9","43","585793","2021","2021-03-26","Počet domů","nezjištěno","Spytihněv"
"957172452","180","2409",,,"43","585807","2021","2021-03-26","Počet domů",,"Šanov"
"965554993","0","2409","3206","1","43","585807","2021","2021-03-26","Počet domů","s výtahem","Šanov"
"965528244","179","2409","3206","2","43","585807","2021","2021-03-26","Počet domů","bez výtahu","Šanov"
"965488023","1","2409","5768","9","43","585807","2021","2021-03-26","Počet domů","nezjištěno","Šanov"
"957320713","94","2409",,,"43","585815","2021","2021-03-26","Počet domů",,"Šarovy"
"965490179","0","2409","3206","1","43","585815","2021","2021-03-26","Počet domů","s výtahem","Šarovy"
"965530261","93","2409","3206","2","43","585815","2021","2021-03-26","Počet domů","bez výtahu","Šarovy"
"965476639","1","2409","5768","9","43","585815","2021","2021-03-26","Počet domů","nezjištěno","Šarovy"
"957248171","660","2409",,,"43","585831","2021","2021-03-26","Počet domů",,"Štítná nad Vláří-Popov"
"965500510","2","2409","3206","1","43","585831","2021","2021-03-26","Počet domů","s výtahem","Štítná nad Vláří-Popov"
"965500509","638","2409","3206","2","43","585831","2021","2021-03-26","Počet domů","bez výtahu","Štítná nad Vláří-Popov"
"965487045","20","2409","5768","9","43","585831","2021","2021-03-26","Počet domů","nezjištěno","Štítná nad Vláří-Popov"
"957248319","811","2409",,,"43","585858","2021","2021-03-26","Počet domů",,"Tlumačov"
"965500238","1","2409","3206","1","43","585858","2021","2021-03-26","Počet domů","s výtahem","Tlumačov"
"965540319","807","2409","3206","2","43","585858","2021","2021-03-26","Počet domů","bez výtahu","Tlumačov"
"965486770","3","2409","5768","9","43","585858","2021","2021-03-26","Počet domů","nezjištěno","Tlumačov"
"957248515","373","2409",,,"43","585866","2021","2021-03-26","Počet domů",,"Trnava"
"965501336","0","2409","3206","1","43","585866","2021","2021-03-26","Počet domů","s výtahem","Trnava"
"965568120","354","2409","3206","2","43","585866","2021","2021-03-26","Počet domů","bez výtahu","Trnava"
"965528112","19","2409","5768","9","43","585866","2021","2021-03-26","Počet domů","nezjištěno","Trnava"
"957172745","119","2409",,,"43","585874","2021","2021-03-26","Počet domů",,"Ublo"
"965568592","0","2409","3206","1","43","585874","2021","2021-03-26","Počet domů","s výtahem","Ublo"
"965515296","118","2409","3206","2","43","585874","2021","2021-03-26","Počet domů","bez výtahu","Ublo"
"965555336","1","2409","5768","9","43","585874","2021","2021-03-26","Počet domů","nezjištěno","Ublo"
"957532607","384","2409",,,"43","585882","2021","2021-03-26","Počet domů",,"Újezd"
"965555644","0","2409","3206","1","43","585882","2021","2021-03-26","Počet domů","s výtahem","Újezd"
"965555643","369","2409","3206","2","43","585882","2021","2021-03-26","Počet domů","bez výtahu","Újezd"
"965502134","15","2409","5768","9","43","585882","2021","2021-03-26","Počet domů","nezjištěno","Újezd"
"957532441","1165","2409",,,"43","585891","2021","2021-03-26","Počet domů",,"Valašské Klobouky"
"965503115","13","2409","3206","1","43","585891","2021","2021-03-26","Počet domů","s výtahem","Valašské Klobouky"
"965476157","1143","2409","3206","2","43","585891","2021","2021-03-26","Počet domů","bez výtahu","Valašské Klobouky"
"965543138","9","2409","5768","9","43","585891","2021","2021-03-26","Počet domů","nezjištěno","Valašské Klobouky"
"957248627","223","2409",,,"43","585912","2021","2021-03-26","Počet domů",,"Velký Ořechov"
"965526765","0","2409","3206","1","43","585912","2021","2021-03-26","Počet domů","s výtahem","Velký Ořechov"
"965486529","220","2409","3206","2","43","585912","2021","2021-03-26","Počet domů","bez výtahu","Velký Ořechov"
"965499996","3","2409","5768","9","43","585912","2021","2021-03-26","Počet domů","nezjištěno","Velký Ořechov"
"957462449","260","2409",,,"43","585921","2021","2021-03-26","Počet domů",,"Veselá"
"965527951","0","2409","3206","1","43","585921","2021","2021-03-26","Počet domů","s výtahem","Veselá"
"965527950","257","2409","3206","2","43","585921","2021","2021-03-26","Počet domů","bez výtahu","Veselá"
"965487734","3","2409","5768","9","43","585921","2021","2021-03-26","Počet domů","nezjištěno","Veselá"
"957248467","1237","2409",,,"43","585939","2021","2021-03-26","Počet domů",,"Vizovice"
"965542274","13","2409","3206","1","43","585939","2021","2021-03-26","Počet domů","s výtahem","Vizovice"
"965555545","1216","2409","3206","2","43","585939","2021","2021-03-26","Počet domů","bez výtahu","Vizovice"
"965555695","8","2409","5768","9","43","585939","2021","2021-03-26","Počet domů","nezjištěno","Vizovice"
"957605243","487","2409",,,"43","585955","2021","2021-03-26","Počet domů",,"Vlachovice"
"965570192","0","2409","3206","1","43","585955","2021","2021-03-26","Počet domů","s výtahem","Vlachovice"
"965556926","482","2409","3206","2","43","585955","2021","2021-03-26","Počet domů","bez výtahu","Vlachovice"
"965516852","5","2409","5768","9","43","585955","2021","2021-03-26","Počet domů","nezjištěno","Vlachovice"
"957100433","170","2409",,,"43","585963","2021","2021-03-26","Počet domů",,"Vlčková"
"965568313","0","2409","3206","1","43","585963","2021","2021-03-26","Počet domů","s výtahem","Vlčková"
"965501544","158","2409","3206","2","43","585963","2021","2021-03-26","Počet domů","bez výtahu","Vlčková"
"965555063","12","2409","5768","9","43","585963","2021","2021-03-26","Počet domů","nezjištěno","Vlčková"
"957248060","339","2409",,,"43","585971","2021","2021-03-26","Počet domů",,"Všemina"
"965554290","1","2409","3206","1","43","585971","2021","2021-03-26","Počet domů","s výtahem","Všemina"
"965554289","314","2409","3206","2","43","585971","2021","2021-03-26","Počet domů","bez výtahu","Všemina"
"965567589","24","2409","5768","9","43","585971","2021","2021-03-26","Počet domů","nezjištěno","Všemina"
"957534046","276","2409",,,"43","585980","2021","2021-03-26","Počet domů",,"Vysoké Pole"
"965555687","0","2409","3206","1","43","585980","2021","2021-03-26","Počet domů","s výtahem","Vysoké Pole"
"965502178","268","2409","3206","2","43","585980","2021","2021-03-26","Počet domů","bez výtahu","Vysoké Pole"
"965568954","8","2409","5768","9","43","585980","2021","2021-03-26","Počet domů","nezjištěno","Vysoké Pole"
"957171519","550","2409",,,"43","585998","2021","2021-03-26","Počet domů",,"Zádveřice-Raková"
"965581175","1","2409","3206","1","43","585998","2021","2021-03-26","Počet domů","s výtahem","Zádveřice-Raková"
"965500934","547","2409","3206","2","43","585998","2021","2021-03-26","Počet domů","bez výtahu","Zádveřice-Raková"
"965567690","2","2409","5768","9","43","585998","2021","2021-03-26","Počet domů","nezjištěno","Zádveřice-Raková"
"957320401","48","2409",,,"43","586005","2021","2021-03-26","Počet domů",,"Závist"
"965528082","0","2409","3206","1","43","586005","2021","2021-03-26","Počet domů","s výtahem","Závist"
"965581599","48","2409","3206","2","43","586005","2021","2021-03-26","Počet domů","bez výtahu","Závist"
"965487869","0","2409","5768","9","43","586005","2021","2021-03-26","Počet domů","nezjištěno","Závist"
"957171383","386","2409",,,"43","586013","2021","2021-03-26","Počet domů",,"Žlutava"
"965516865","0","2409","3206","1","43","586013","2021","2021-03-26","Počet domů","s výtahem","Žlutava"
"965543464","385","2409","3206","2","43","586013","2021","2021-03-26","Počet domů","bez výtahu","Žlutava"
"965570208","1","2409","5768","9","43","586013","2021","2021-03-26","Počet domů","nezjištěno","Žlutava"
"957534559","2870","2409",,,"43","586021","2021","2021-03-26","Počet domů",,"Hodonín"
"965502165","224","2409","3206","1","43","586021","2021","2021-03-26","Počet domů","s výtahem","Hodonín"
"965582334","2629","2409","3206","2","43","586021","2021","2021-03-26","Počet domů","bez výtahu","Hodonín"
"965568942","17","2409","5768","9","43","586021","2021","2021-03-26","Počet domů","nezjištěno","Hodonín"
"957171525","356","2409",,,"43","586030","2021","2021-03-26","Počet domů",,"Archlebov"
"965582551","0","2409","3206","1","43","586030","2021","2021-03-26","Počet domů","s výtahem","Archlebov"
"965582550","348","2409","3206","2","43","586030","2021","2021-03-26","Počet domů","bez výtahu","Archlebov"
"965515733","8","2409","5768","9","43","586030","2021","2021-03-26","Počet domů","nezjištěno","Archlebov"
"957172605","821","2409",,,"43","586048","2021","2021-03-26","Počet domů",,"Blatnice pod Svatým Antonínkem"
"965569819","1","2409","3206","1","43","586048","2021","2021-03-26","Počet domů","s výtahem","Blatnice pod Svatým Antonínkem"
"965556591","765","2409","3206","2","43","586048","2021","2021-03-26","Počet domů","bez výtahu","Blatnice pod Svatým Antonínkem"
"965489689","55","2409","5768","9","43","586048","2021","2021-03-26","Počet domů","nezjištěno","Blatnice pod Svatým Antonínkem"
"957172439","178","2409",,,"43","586056","2021","2021-03-26","Počet domů",,"Blatnička"
"965476638","0","2409","3206","1","43","586056","2021","2021-03-26","Počet domů","s výtahem","Blatnička"
"965503562","168","2409","3206","2","43","586056","2021","2021-03-26","Počet domů","bez výtahu","Blatnička"
"965570312","10","2409","5768","9","43","586056","2021","2021-03-26","Počet domů","nezjištěno","Blatnička"
"957248091","111","2409",,,"43","586064","2021","2021-03-26","Počet domů",,"Světlá"
"965566755","0","2409","3206","1","43","586064","2021","2021-03-26","Počet domů","s výtahem","Světlá"
"965513363","106","2409","3206","2","43","586064","2021","2021-03-26","Počet domů","bez výtahu","Světlá"
"965486475","5","2409","5768","9","43","586064","2021","2021-03-26","Počet domů","nezjištěno","Světlá"
"957320395","255","2409",,,"43","586072","2021","2021-03-26","Počet domů",,"Bukovany"
"965528760","0","2409","3206","1","43","586072","2021","2021-03-26","Počet domů","s výtahem","Bukovany"
"965542097","247","2409","3206","2","43","586072","2021","2021-03-26","Počet domů","bez výtahu","Bukovany"
"965515483","8","2409","5768","9","43","586072","2021","2021-03-26","Počet domů","nezjištěno","Bukovany"
"957248013","1318","2409",,,"43","586081","2021","2021-03-26","Počet domů",,"Bzenec"
"965543034","5","2409","3206","1","43","586081","2021","2021-03-26","Počet domů","s výtahem","Bzenec"
"965569696","1301","2409","3206","2","43","586081","2021","2021-03-26","Počet domů","bez výtahu","Bzenec"
"965476030","12","2409","5768","9","43","586081","2021","2021-03-26","Počet domů","nezjištěno","Bzenec"
"957388501","423","2409",,,"43","586099","2021","2021-03-26","Počet domů",,"Čejč"
"965554764","0","2409","3206","1","43","586099","2021","2021-03-26","Počet domů","s výtahem","Čejč"
"965487821","420","2409","3206","2","43","586099","2021","2021-03-26","Počet domů","bez výtahu","Čejč"
"965581544","3","2409","5768","9","43","586099","2021","2021-03-26","Počet domů","nezjištěno","Čejč"
"957171522","918","2409",,,"43","586102","2021","2021-03-26","Počet domů",,"Čejkovice"
"965541337","2","2409","3206","1","43","586102","2021","2021-03-26","Počet domů","s výtahem","Čejkovice"
"965501261","904","2409","3206","2","43","586102","2021","2021-03-26","Počet domů","bez výtahu","Čejkovice"
"965541338","12","2409","5768","9","43","586102","2021","2021-03-26","Počet domů","nezjištěno","Čejkovice"
"957099138","156","2409",,,"43","586111","2021","2021-03-26","Počet domů",,"Čeložnice"
"965541179","0","2409","3206","1","43","586111","2021","2021-03-26","Počet domů","s výtahem","Čeložnice"
"965567896","156","2409","3206","2","43","586111","2021","2021-03-26","Počet domů","bez výtahu","Čeložnice"
"965501258","0","2409","5768","9","43","586111","2021","2021-03-26","Počet domů","nezjištěno","Čeložnice"
"957388952","556","2409",,,"43","586129","2021","2021-03-26","Počet domů",,"Dambořice"
"965542186","0","2409","3206","1","43","586129","2021","2021-03-26","Počet domů","s výtahem","Dambořice"
"965488653","550","2409","3206","2","43","586129","2021","2021-03-26","Počet domů","bez výtahu","Dambořice"
"965528834","6","2409","5768","9","43","586129","2021","2021-03-26","Počet domů","nezjištěno","Dambořice"
"957533709","948","2409",,,"43","586137","2021","2021-03-26","Počet domů",,"Dolní Bojanovice"
"965501340","2","2409","3206","1","43","586137","2021","2021-03-26","Počet domů","s výtahem","Dolní Bojanovice"
"965514810","936","2409","3206","2","43","586137","2021","2021-03-26","Počet domů","bez výtahu","Dolní Bojanovice"
"965581631","10","2409","5768","9","43","586137","2021","2021-03-26","Počet domů","nezjištěno","Dolní Bojanovice"
"957389385","338","2409",,,"43","586145","2021","2021-03-26","Počet domů",,"Domanín"
"965515745","0","2409","3206","1","43","586145","2021","2021-03-26","Počet domů","s výtahem","Domanín"
"965502255","333","2409","3206","2","43","586145","2021","2021-03-26","Počet domů","bez výtahu","Domanín"
"965542355","5","2409","5768","9","43","586145","2021","2021-03-26","Počet domů","nezjištěno","Domanín"
"957389535","111","2409",,,"43","586153","2021","2021-03-26","Počet domů",,"Dražůvky"
"965568225","0","2409","3206","1","43","586153","2021","2021-03-26","Počet domů","s výtahem","Dražůvky"
"965528221","109","2409","3206","2","43","586153","2021","2021-03-26","Počet domů","bez výtahu","Dražůvky"
"965568226","2","2409","5768","9","43","586153","2021","2021-03-26","Počet domů","nezjištěno","Dražůvky"
"957389408","1618","2409",,,"43","586161","2021","2021-03-26","Počet domů",,"Dubňany"
"965556477","2","2409","3206","1","43","586161","2021","2021-03-26","Počet domů","s výtahem","Dubňany"
"965543032","1611","2409","3206","2","43","586161","2021","2021-03-26","Počet domů","bez výtahu","Dubňany"
"965569694","5","2409","5768","9","43","586161","2021","2021-03-26","Počet domů","nezjištěno","Dubňany"
"957320412","699","2409",,,"43","586170","2021","2021-03-26","Počet domů",,"Hovorany"
"965487593","1","2409","3206","1","43","586170","2021","2021-03-26","Počet domů","s výtahem","Hovorany"
"965581321","696","2409","3206","2","43","586170","2021","2021-03-26","Počet domů","bez výtahu","Hovorany"
