"idhod","hodnota","ukaz_kod","vytah_cis","vytah_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vytah_txt","uzemi_txt"
"957462386","421","2409",,,"43","557684","2021","2021-03-26","Počet domů",,"Dolní Lukavice"
"965527153","1","2409","3206","1","43","557684","2021","2021-03-26","Počet domů","s výtahem","Dolní Lukavice"
"965580654","406","2409","3206","2","43","557684","2021","2021-03-26","Počet domů","bez výtahu","Dolní Lukavice"
"965567305","14","2409","5768","9","43","557684","2021","2021-03-26","Počet domů","nezjištěno","Dolní Lukavice"
"957540611","166","2409",,,"43","557722","2021","2021-03-26","Počet domů",,"Horšice"
"965580729","0","2409","3206","1","43","557722","2021","2021-03-26","Počet domů","s výtahem","Horšice"
"965580728","164","2409","3206","2","43","557722","2021","2021-03-26","Počet domů","bez výtahu","Horšice"
"965527229","2","2409","5768","9","43","557722","2021","2021-03-26","Počet domů","nezjištěno","Horšice"
"957533388","207","2409",,,"43","557731","2021","2021-03-26","Počet domů",,"Hradec"
"965487877","1","2409","3206","1","43","557731","2021","2021-03-26","Počet domů","s výtahem","Hradec"
"965554833","206","2409","3206","2","43","557731","2021","2021-03-26","Počet domů","bez výtahu","Hradec"
"965554834","0","2409","5768","9","43","557731","2021","2021-03-26","Počet domů","nezjištěno","Hradec"
"957533237","128","2409",,,"43","557749","2021","2021-03-26","Počet domů",,"Hradiště"
"965500574","0","2409","3206","1","43","557749","2021","2021-03-26","Počet domů","s výtahem","Hradiště"
"965540618","124","2409","3206","2","43","557749","2021","2021-03-26","Počet domů","bez výtahu","Hradiště"
"965554025","4","2409","5768","9","43","557749","2021","2021-03-26","Počet domů","nezjištěno","Hradiště"
"957462643","91","2409",,,"43","557773","2021","2021-03-26","Počet domů",,"Chlum"
"965554077","0","2409","3206","1","43","557773","2021","2021-03-26","Počet domů","s výtahem","Chlum"
"965487146","84","2409","3206","2","43","557773","2021","2021-03-26","Počet domů","bez výtahu","Chlum"
"965514033","7","2409","5768","9","43","557773","2021","2021-03-26","Počet domů","nezjištěno","Chlum"
"957320860","538","2409",,,"43","557781","2021","2021-03-26","Počet domů",,"Chlumčany"
"965528825","4","2409","3206","1","43","557781","2021","2021-03-26","Počet domů","s výtahem","Chlumčany"
"965528824","520","2409","3206","2","43","557781","2021","2021-03-26","Počet domů","bez výtahu","Chlumčany"
"965488639","14","2409","5768","9","43","557781","2021","2021-03-26","Počet domů","nezjištěno","Chlumčany"
"957248448","234","2409",,,"43","557803","2021","2021-03-26","Počet domů",,"Chocenice"
"965501988","0","2409","3206","1","43","557803","2021","2021-03-26","Počet domů","s výtahem","Chocenice"
"965528730","225","2409","3206","2","43","557803","2021","2021-03-26","Počet domů","bez výtahu","Chocenice"
"965542066","9","2409","5768","9","43","557803","2021","2021-03-26","Počet domů","nezjištěno","Chocenice"
"957098852","920","2409",,,"43","557838","2021","2021-03-26","Počet domů",,"Chotěšov"
"965540882","1","2409","3206","1","43","557838","2021","2021-03-26","Počet domů","s výtahem","Chotěšov"
"965581097","909","2409","3206","2","43","557838","2021","2021-03-26","Počet domů","bez výtahu","Chotěšov"
"965581098","10","2409","5768","9","43","557838","2021","2021-03-26","Počet domů","nezjištěno","Chotěšov"
"957533097","257","2409",,,"43","557846","2021","2021-03-26","Počet domů",,"Chválenice"
"965554977","0","2409","3206","1","43","557846","2021","2021-03-26","Počet domů","s výtahem","Chválenice"
"965501455","253","2409","3206","2","43","557846","2021","2021-03-26","Počet domů","bez výtahu","Chválenice"
"965541514","4","2409","5768","9","43","557846","2021","2021-03-26","Počet domů","nezjištěno","Chválenice"
"957532918","629","2409",,,"43","557862","2021","2021-03-26","Počet domů",,"Kasejovice"
"965501722","0","2409","3206","1","43","557862","2021","2021-03-26","Počet domů","s výtahem","Kasejovice"
"965515185","607","2409","3206","2","43","557862","2021","2021-03-26","Počet domů","bez výtahu","Kasejovice"
"965488278","22","2409","5768","9","43","557862","2021","2021-03-26","Počet domů","nezjištěno","Kasejovice"
"957171199","154","2409",,,"43","557871","2021","2021-03-26","Počet domů",,"Kbel"
"965517305","0","2409","3206","1","43","557871","2021","2021-03-26","Počet domů","s výtahem","Kbel"
"965557382","153","2409","3206","2","43","557871","2021","2021-03-26","Počet domů","bez výtahu","Kbel"
"965557383","1","2409","5768","9","43","557871","2021","2021-03-26","Počet domů","nezjištěno","Kbel"
"957533226","113","2409",,,"43","557897","2021","2021-03-26","Počet domů",,"Klášter"
"965530276","0","2409","3206","1","43","557897","2021","2021-03-26","Počet domů","s výtahem","Klášter"
"965543567","107","2409","3206","2","43","557897","2021","2021-03-26","Počet domů","bez výtahu","Klášter"
"965570330","6","2409","5768","9","43","557897","2021","2021-03-26","Počet domů","nezjištěno","Klášter"
"957248010","66","2409",,,"43","557943","2021","2021-03-26","Počet domů",,"Kramolín"
"965501668","0","2409","3206","1","43","557943","2021","2021-03-26","Počet domů","s výtahem","Kramolín"
"965541752","63","2409","3206","2","43","557943","2021","2021-03-26","Počet domů","bez výtahu","Kramolín"
"965501669","3","2409","5768","9","43","557943","2021","2021-03-26","Počet domů","nezjištěno","Kramolín"
"957534242","277","2409",,,"43","557951","2021","2021-03-26","Počet domů",,"Letiny"
"965541612","0","2409","3206","1","43","557951","2021","2021-03-26","Počet domů","s výtahem","Letiny"
"965487946","277","2409","3206","2","43","557951","2021","2021-03-26","Počet domů","bez výtahu","Letiny"
"965568303","0","2409","5768","9","43","557951","2021","2021-03-26","Počet domů","nezjištěno","Letiny"
"957462695","473","2409",,,"43","558001","2021","2021-03-26","Počet domů",,"Losiná"
"965554720","0","2409","3206","1","43","558001","2021","2021-03-26","Počet domů","s výtahem","Losiná"
"965514545","472","2409","3206","2","43","558001","2021","2021-03-26","Počet domů","bez výtahu","Losiná"
"965581507","1","2409","5768","9","43","558001","2021","2021-03-26","Počet domů","nezjištěno","Losiná"
"957171350","64","2409",,,"43","558010","2021","2021-03-26","Počet domů",,"Louňová"
"965502757","0","2409","3206","1","43","558010","2021","2021-03-26","Počet domů","s výtahem","Louňová"
"965489321","58","2409","3206","2","43","558010","2021","2021-03-26","Počet domů","bez výtahu","Louňová"
"965516197","6","2409","5768","9","43","558010","2021","2021-03-26","Počet domů","nezjištěno","Louňová"
"957534896","251","2409",,,"43","558028","2021","2021-03-26","Počet domů",,"Lužany"
"965502245","0","2409","3206","1","43","558028","2021","2021-03-26","Počet domů","s výtahem","Lužany"
"965515740","248","2409","3206","2","43","558028","2021","2021-03-26","Počet domů","bez výtahu","Lužany"
"965488829","3","2409","5768","9","43","558028","2021","2021-03-26","Počet domů","nezjištěno","Lužany"
"957247956","472","2409",,,"43","558044","2021","2021-03-26","Počet domů",,"Merklín"
"965581053","0","2409","3206","1","43","558044","2021","2021-03-26","Počet domů","s výtahem","Merklín"
"965527552","471","2409","3206","2","43","558044","2021","2021-03-26","Počet domů","bez výtahu","Merklín"
"965514219","1","2409","5768","9","43","558044","2021","2021-03-26","Počet domů","nezjištěno","Merklín"
"957606661","209","2409",,,"43","558052","2021","2021-03-26","Počet domů",,"Mileč"
"965528776","0","2409","3206","1","43","558052","2021","2021-03-26","Počet domů","s výtahem","Mileč"
"965582336","196","2409","3206","2","43","558052","2021","2021-03-26","Počet domů","bez výtahu","Mileč"
"965488577","13","2409","5768","9","43","558052","2021","2021-03-26","Počet domů","nezjištěno","Mileč"
"957387898","374","2409",,,"43","558061","2021","2021-03-26","Počet domů",,"Mladý Smolivec"
"965528483","0","2409","3206","1","43","558061","2021","2021-03-26","Počet domů","s výtahem","Mladý Smolivec"
"965568476","356","2409","3206","2","43","558061","2021","2021-03-26","Počet domů","bez výtahu","Mladý Smolivec"
"965582021","18","2409","5768","9","43","558061","2021","2021-03-26","Počet domů","nezjištěno","Mladý Smolivec"
"957320263","37","2409",,,"43","558079","2021","2021-03-26","Počet domů",,"Mohelnice"
"965488693","0","2409","3206","1","43","558079","2021","2021-03-26","Počet domů","s výtahem","Mohelnice"
"965582444","34","2409","3206","2","43","558079","2021","2021-03-26","Počet domů","bez výtahu","Mohelnice"
"965515608","3","2409","5768","9","43","558079","2021","2021-03-26","Počet domů","nezjištěno","Mohelnice"
"957462483","106","2409",,,"43","558095","2021","2021-03-26","Počet domů",,"Nekvasovy"
"965553994","0","2409","3206","1","43","558095","2021","2021-03-26","Počet domů","s výtahem","Nekvasovy"
"965540596","106","2409","3206","2","43","558095","2021","2021-03-26","Počet domů","bez výtahu","Nekvasovy"
